SEXO, SEDE, CODIGO DEL PROGRAMA, PROGRAMA, CODIGO DE LA FACULTAD FACULTAD, FACULTAD, CODIGO DEL PAIS, PAIS NACIMIENTO, COD_DEPTO_NACE, DEPARTAMENTO_NACE, COD_MUNI_NACE, NOMBRE_MUNI_NACE, COD_PAIS_VIVE, PAIS_VIVE, COD_DEPTO_VIVE, DEPARTAMENTO_VIVE, COD_MUNI_VIVE, NOMBRE_MUNI_VIVE, CREDITOS_ULTIM_SEMEST_MATRIC, SEMESTRE_INICIA_PROGRAMA, CRED_CURS_PROG , CRED_APROB_PROG, PROMEDIO_SEMESTRE, PROMEDIO_PROGRAMA

MASC, CARMENVI, 1634, LIC ED HUMAN L CAST-C VIB, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 9, 20141, 168, 168, 4.27, 4.45

MASC, CARMENVI, 528, INGE AGROINDUSTRIAL-CARME, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 21, 20151, 127, 124, 3.66, 3.74

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 12, 20142, 148, 148, 3.6, 3.63

FEME, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 16, 20171, 129, 129, 4.8, 4.69

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 10, 20151, 112, 109, 4.23, 3.77

MASC, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 19, 20142, 85, 66, 3.39, 3.26

MASC, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 12, 20182, 11, 34, 9.99, 9.99

MASC, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 11, BOGOTA D.E., 1, SANTAFE DE BOGO, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 14, 20151, 132, 128, 3.7, 3.65

MASC, CARMENVI, 106, ADMINIST EMPRESA- CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 18, 20161, 81, 81, 3.92, 3.95

FEME, CARMENVI, 748, ING ALIMENTOS -CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 20, 20142, 171, 166, 3.98, 3.8

MASC, CARMENVI, 317, TRABAJO SOCIAL-C. VIBORAL, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 18, 20152, 108, 108, 4.3, 4.1

FEME, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 20, 20152, 124, 124, 4.52, 4.21

FEME, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 18, 20161, 83, 83, 3.91, 3.87

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 16, 20171, 33, 29, 3.28, 3.15

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 13, 20142, 128, 128, 4.76, 4.34

FEME, CARMENVI, 106, ADMINIST EMPRESA- CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 21, 20161, 81, 78, 4.13, 3.92

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 21, 20152, 104, 104, 3.78, 3.61

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 13, 20152, 116, 116, 3.71, 3.87

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 9, 20172, 15, 12, 3.43, 3.08

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 15, 20172, 24, 21, 3.9, 3.54

MASC, CAREPA, 523, INGE BIOQUÍMICA-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 15, 20151, 126, 126, 4.25, 4.2

MASC, CAREPA, 695, ENTRENA DEPORTIVO-URABÁ, 75, INSTITUTO EDUCAC. FÍSICA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 7, 20142, 165, 150, 4.47, 3.6

MASC, CAREPA, 543, TEC AGROINDUSTRIAL-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 11, 20171, 38, 35, 3.38, 3.43

FEME, APARTADO, 1687, LIC. MAT-FÍSICA - APARTAD, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 23, 20142, 136, 131, 4.16, 3.96

FEME, APARTADO, 338, COMU SOCIAL PER - APARTAD, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 23, 20181, 22, 22, 3.79, 3.79

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 24, 20152, 134, 134, 4.48, 4.03

MASC, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 18, 20152, 99, 99, 4.03, 3.88

MASC, CAREPA, 719, ING. AGROPECUARIA - CAREP, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 15, 20181, 17, 14, 3.29, 3.29

MASC, CAREPA, 719, ING. AGROPECUARIA - CAREP, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 19, 20172, 32, 29, 3.47, 3.54

FEME, APARTADO, 545, INGENIERÍA CIVIL-APARTADÓ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 18, 20172, 30, 22, 3.31, 3.37

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 23, 20122, 112, 93, 3.73, 3.36

FEME, CARMENVI, 913, ENFERMERÍA-CARMEN DE VIBO, 60, FACULTAD DE ENFERMERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 18, 20152, 108, 108, 4.11, 4.12

FEME, CARMENVI, 715, ING. AGROPECUARIA-C VIBOR, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 856, VALPARAISO, 46, COLOMBIA, 5, ANTIOQUIA, 856, VALPARAISO, 16, 20172, 20, 14, 3.12, 3.36

FEME, STAFEANT, 113, ADMON DE EMPRESA-S FE ANT, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 42, STA FE DE ANT, 46, COLOMBIA, 5, ANTIOQUIA, 761, SOPETRAN, 12, 20141, 114, 111, 3.6, 3.65

FEME, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 12, 20142, 95, 95, 3.77, 3.97

FEME, YARUMAL, 959, TEC SANEA/AMBIEN-YARUMAL, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 854, VALDIVIA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20162, 73, 73, 3.92, 3.91

MASC, YARUMAL, 332, PSICOLOGÍA - YARUMAL, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 12, 20142, 178, 178, 4.87, 4.24

FEME, YARUMAL, 115, ADMON DE EMPRESA-YARUMAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 12, 20152, 81, 78, 3.72, 3.56

MASC, YARUMAL, 327, TRABAJO SOCIAL - YARUMAL, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20171, 50, 50, 3.9, 3.7

MASC, YARUMAL, 959, TEC SANEA/AMBIEN-YARUMAL, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20162, 73, 73, 3.96, 3.85

FEME, CARMENVI, 117, DLLO TERRITORIAL-CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 12, 20151, 104, 104, 4.51, 4.35

MASC, CARMENVI, 546, ING. AEROES-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 16, 20172, 36, 37, 4.31, 4.4

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 6, 20141, 161, 157, 3.95, 3.63

FEME, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 360, ITAGUI, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 32, 20162, 70, 70, 4.35, 4.29

FEME, CARMENVI, 446, ARTE DRAMÁTICO-CARMEN, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 18, 20172, 32, 32, 3.93, 4.01

FEME, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 789, TAMESIS, 46, COLOMBIA, 5, ANTIOQUIA, 789, TAMESIS, 9, 20181, 9, 2, 2.6, 2.6

FEME, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 46, COLOMBIA, 5, ANTIOQUIA, 790, TARAZA, 9, 20151, 93, 65, 2.93, 3.16

FEME, CAUCASIA, 315, PSICOLOGÍA - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 790, TARAZA, 46, COLOMBIA, 5, ANTIOQUIA, 790, TARAZA, 24, 20162, 94, 78, 3.45, 3.31

FEME, CAUCASIA, 319, TRABAJO SOCIAL - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 790, TARAZA, 16, 20172, 34, 34, 4.29, 4.13

MASC, TURBO, 1680, LIC EN EDUC. ESPECIAL-TUR, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 18, 20152, 108, 108, 4.69, 4.6

FEME, TURBO, 1679, LIC PEDAG INFANTIL-TURBO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 51, ARBOLETES, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 17, 20161, 89, 87, 4.31, 4.14

MASC, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 12, 20181, 8, 8, 3.24, 3.24

FEME, TURBO, 1680, LIC EN EDUC. ESPECIAL-TUR, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 18, 20152, 108, 108, 4.59, 4.59

FEME, APARTADO, 335, TRABAJO SOCIAL-APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20172, 34, 34, 3.89, 3.78

MASC, TURBO, 540, ING. OCEANOGRÁFICA-TURBO, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 12, 20172, 17, 8, 3.31, 3.08

FEME, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 18, 20151, 114, 114, 4.1, 4.1

MASC, TURBO, 925, OCEANOGRAFÍA - TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 27, CHOCO, 615, RIOSUCIO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 15, 20171, 49, 44, 3.44, 3.44

FEME, TURBO, 1679, LIC PEDAG INFANTIL-TURBO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20152, 107, 107, 4.25, 4.12

FEME, CAREPA, 523, INGE BIOQUÍMICA-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 13, 20161, 55, 38, 2.74, 3.13

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 18, 20181, 17, 17, 3.85, 3.85

MASC, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 12, 20151, 118, 111, 3.9, 3.51

MASC, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 18, 20181, 17, 17, 3.84, 3.84

FEME, SONSON, 341, COMU SOCIAL PER - SONSÓN, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 20, 20162, 86, 86, 4.18, 4.11

MASC, SONSON, 341, COMU SOCIAL PER - SONSÓN, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 22, 20161, 106, 106, 4.34, 4.08

FEME, CAUCASIA, 334, ANTROPOLOGIA - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 17, CALDAS, 1, MANIZALES, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 14, 20151, 130, 126, 4.06, 3.96

MASC, CAUCASIA, 716, ING.AGROPECUARIA-CAUCASIA, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 11, BOGOTA D.E., 1, SANTAFE DE BOGO, 46, COLOMBIA, 19, CAUCA, 760, SOTARA, 14, 20161, 71, 59, 3.51, 3.41

MASC, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 16, 20162, 45, 29, 3.25, 3.2

MASC, CAUCASIA, 716, ING.AGROPECUARIA-CAUCASIA, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 15, 20171, 51, 45, 3.75, 3.72

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 23, CORDOBA, 68, AYAPEL, 46, COLOMBIA, 23, CORDOBA, 68, AYAPEL, 17, 20142, 143, 143, 4.38, 4.19

FEME, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 15, 20152, 74, 71, 4.37, 3.85

FEME, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 15, 20152, 60, 54, 4.1, 3.52

FEME, APARTADO, 120, CONTADURÍA - APARTADÓ, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 23, CORDOBA, 807, TIERRALTA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 18, 20161, 83, 74, 3.62, 3.55

MASC, CAUCASIA, 1623, LIC ED HUMANID-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 9, 20141, 168, 168, 4.07, 4.22

FEME, P-BERRIO, 309, PSICOLOGÍA - PTO. BERRIO, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 70, SUCRE, 771, SUCRE, 46, COLOMBIA, 5, ANTIOQUIA, 579, PUERTO BERRIO, 24, 20181, 24, 24, 3.68, 3.68

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 47, MAGDALENA, 1, SANTA MARTA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 12, 20172, 66, 66, 3.94, 3.79

FEME, APARTADO, 342, SOCIOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 665, SAN PEDRO DE UR, 46, COLOMBIA, 5, ANTIOQUIA, 665, SAN PEDRO DE UR, 20, 20172, 44, 44, 4.23, 4.16

MASC, CARMENVI, 546, ING. AEROES-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 212, COPACABANA, 10, 20172, 34, 44, 2.84, 3.11

MASC, CARMENVI, 547, ING. ENERG-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 19, 20181, 10, 10, 3.5, 3.5

FEME, CAUCASIA, 716, ING.AGROPECUARIA-CAUCASIA, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 23, CORDOBA, 580, PUERTO LIBERTAD, 46, COLOMBIA, 23, CORDOBA, 580, PUERTO LIBERTAD, 6, 20171, 34, 20, 2.04, 2.81

MASC, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 8, ATLANTICO, 685, SANTO TOMAS, 46, COLOMBIA, 8, ATLANTICO, 1, BARRANQUILLA, 20, 20181, 15, 15, 4.32, 4.32

FEME, ANDES, 114, CONTADURÍA - ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 16, 20181, 17, 17, 3.61, 3.61

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 20, 20172, 48, 48, 4.18, 4.09

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 22, 20171, 49, 46, 3.32, 3.54

FEME, STAFEANT, 113, ADMON DE EMPRESA-S FE ANT, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 284, FRONTINO, 12, 20141, 150, 150, 4.42, 3.9

FEME, CAREPA, 523, INGE BIOQUÍMICA-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 15, 20172, 25, 15, 3.15, 3.05

FEME, CARMENVI, 782, CIENCIAS CULIN-CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 17, 20172, 32, 32, 4.34, 4.36

MASC, ANDES, 710, ING. AGROPECUARIA-ANDES, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 21, 20161, 79, 66, 3.19, 3.39

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 21, 20152, 107, 104, 4.06, 3.94

FEME, TURBO, 925, OCEANOGRAFÍA - TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 10, 20171, 32, 23, 3.76, 3.42

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 480, MUTATA, 46, COLOMBIA, 5, ANTIOQUIA, 480, MUTATA, 14, 20181, 13, 5, 2.92, 2.92

FEME, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 23, CORDOBA, 807, TIERRALTA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 13, 20181, 13, 10, 3.25, 3.25

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 20, 20172, 48, 48, 3.97, 3.89

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 11, 20161, 58, 46, 3.9, 3.52

